user_id,account_id,user_first_name,user_last_name,role_type,user_status,created_at_utc,activated_at_utc,deactivated_at_utc
usr_00028,acc_0003,Lindsey,Perez,manager,active,2026-01-13 00:00:00+00:00,2026-01-15 00:00:00+00:00,
usr_00029,acc_0003,Emily,Arnold,member,active,2025-11-18 00:00:00+00:00,2025-11-21 00:00:00+00:00,
usr_00030,acc_0003,Michael,Blevins,member,active,2025-12-08 00:00:00+00:00,2025-12-10 00:00:00+00:00,
usr_00031,acc_0003,Justin,Howard,manager,active,2025-12-30 00:00:00+00:00,2026-01-02 00:00:00+00:00,
usr_00032,acc_0003,Alejandro,Daniel,member,active,2025-11-28 00:00:00+00:00,2025-12-01 00:00:00+00:00,
usr_00033,acc_0004,Christopher,Smith,member,active,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00,
usr_00034,acc_0004,Eric,Cannon,member,active,2025-12-21 00:00:00+00:00,2025-12-24 00:00:00+00:00,
usr_00035,acc_0004,Shawn,Villarreal,member,active,2025-11-05 00:00:00+00:00,2025-11-08 00:00:00+00:00,
usr_00036,acc_0004,Kimberly,Daniels,member,deactivated,2025-10-27 00:00:00+00:00,2025-10-29 00:00:00+00:00,2026-01-07 00:00:00+00:00
usr_00037,acc_0004,Jay,Huang,admin,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00038,acc_0004,Thomas,Carlson,member,active,2025-11-03 00:00:00+00:00,2025-11-05 00:00:00+00:00,
usr_00039,acc_0004,Cynthia,Casey,admin,active,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,
usr_00040,acc_0004,Crystal,Burns,member,deactivated,2025-12-21 00:00:00+00:00,2025-12-23 00:00:00+00:00,2026-01-25 00:00:00+00:00
usr_00041,acc_0005,Andrew,Reyes,member,active,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,
usr_00042,acc_0005,Samantha,Nelson,member,active,2026-01-24 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00043,acc_0005,Brenda,Hoffman,member,active,2026-01-02 00:00:00+00:00,2026-01-02 00:00:00+00:00,
usr_00044,acc_0005,Kevin,Wise,member,active,2025-11-23 00:00:00+00:00,2025-11-24 00:00:00+00:00,
usr_00045,acc_0005,John,Johnson,member,active,2025-11-25 00:00:00+00:00,2025-11-26 00:00:00+00:00,
usr_00046,acc_0005,Hannah,Lambert,member,active,2025-12-30 00:00:00+00:00,2026-01-01 00:00:00+00:00,
usr_00047,acc_0005,Sarah,Johnson,manager,active,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00048,acc_0005,Matthew,Schneider,member,active,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00049,acc_0005,Raymond,Baldwin,member,active,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00050,acc_0005,Angela,Rangel,member,active,2026-01-07 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00051,acc_0005,Gregory,Delgado,member,active,2025-12-27 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00052,acc_0005,Richard,Pearson,admin,active,2026-01-15 00:00:00+00:00,2026-01-18 00:00:00+00:00,
usr_00053,acc_0005,Samantha,Fleming,member,active,2025-12-20 00:00:00+00:00,2025-12-21 00:00:00+00:00,
usr_00054,acc_0005,Angela,Nunez,manager,deactivated,2026-01-20 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-01-31 00:00:00+00:00
usr_00055,acc_0005,Mackenzie,Benson,member,active,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00056,acc_0006,Jose,Becker,member,active,2025-11-07 00:00:00+00:00,2025-11-10 00:00:00+00:00,
usr_00057,acc_0006,Misty,Boone,member,active,2025-11-21 00:00:00+00:00,2025-11-23 00:00:00+00:00,
usr_00058,acc_0006,Kirsten,Kelly,member,active,2025-11-16 00:00:00+00:00,2025-11-16 00:00:00+00:00,
usr_00059,acc_0006,Jeremiah,Cisneros,member,active,2025-08-22 00:00:00+00:00,2025-08-24 00:00:00+00:00,
usr_00060,acc_0006,Alyssa,Lee,member,active,2026-01-13 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00061,acc_0006,Evelyn,Williams,manager,active,2025-12-29 00:00:00+00:00,2026-01-01 00:00:00+00:00,
usr_00062,acc_0006,Ashley,Williams,admin,active,2025-08-26 00:00:00+00:00,2025-08-29 00:00:00+00:00,
usr_00063,acc_0006,Carolyn,Dunn,member,active,2025-10-12 00:00:00+00:00,2025-10-13 00:00:00+00:00,
usr_00064,acc_0006,John,Gates,member,active,2025-12-11 00:00:00+00:00,2025-12-14 00:00:00+00:00,
usr_00065,acc_0006,Angela,Martinez,member,active,2025-12-10 00:00:00+00:00,2025-12-11 00:00:00+00:00,
usr_00066,acc_0006,Michael,Mcclure,manager,active,2025-12-21 00:00:00+00:00,2025-12-23 00:00:00+00:00,
usr_00067,acc_0006,Lauren,Porter,member,active,2025-09-15 00:00:00+00:00,2025-09-18 00:00:00+00:00,
usr_00068,acc_0006,Nathan,Alvarado,manager,active,2026-01-05 00:00:00+00:00,2026-01-07 00:00:00+00:00,
usr_00069,acc_0007,Tiffany,Martin,manager,active,2025-09-24 00:00:00+00:00,2025-09-25 00:00:00+00:00,
usr_00070,acc_0007,Beverly,Haney,member,active,2025-12-02 00:00:00+00:00,2025-12-03 00:00:00+00:00,
usr_00071,acc_0007,Jeremy,Ford,manager,active,2025-12-10 00:00:00+00:00,2025-12-13 00:00:00+00:00,
usr_00072,acc_0007,Robert,Allen,member,active,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00073,acc_0007,David,Dean,member,active,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,
usr_00074,acc_0007,Jill,Williams,member,active,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00075,acc_0007,Brandon,Santos,member,active,2025-10-13 00:00:00+00:00,2025-10-13 00:00:00+00:00,
usr_00076,acc_0007,Cassidy,Combs,manager,active,2025-09-29 00:00:00+00:00,2025-09-30 00:00:00+00:00,
usr_00077,acc_0007,Kyle,Martinez,manager,active,2025-12-08 00:00:00+00:00,2025-12-11 00:00:00+00:00,
usr_00078,acc_0007,Kimberly,King,member,deactivated,2025-09-24 00:00:00+00:00,2025-09-27 00:00:00+00:00,2026-01-12 00:00:00+00:00
usr_00079,acc_0007,David,Hill,member,active,2025-12-20 00:00:00+00:00,2025-12-20 00:00:00+00:00,
usr_00080,acc_0007,Erin,Lee,member,active,2025-10-12 00:00:00+00:00,2025-10-13 00:00:00+00:00,
usr_00081,acc_0007,Jennifer,Oliver,manager,active,2026-01-12 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00082,acc_0007,Jesse,Briggs,member,active,2025-12-22 00:00:00+00:00,2025-12-22 00:00:00+00:00,
usr_00083,acc_0007,David,Ellis,member,active,2025-12-02 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00084,acc_0007,Nathan,Neal,member,active,2025-10-14 00:00:00+00:00,2025-10-16 00:00:00+00:00,
usr_00085,acc_0008,Deborah,Solomon,member,active,2026-01-23 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00086,acc_0008,Jose,Meyers,admin,active,2025-10-13 00:00:00+00:00,2025-10-15 00:00:00+00:00,
usr_00087,acc_0008,Alan,James,member,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00088,acc_0008,Scott,Kline,manager,active,2025-12-21 00:00:00+00:00,2025-12-22 00:00:00+00:00,
usr_00089,acc_0008,Lindsey,Lopez,manager,active,2025-11-13 00:00:00+00:00,2025-11-15 00:00:00+00:00,
usr_00090,acc_0008,Eric,Morrow,member,active,2025-11-02 00:00:00+00:00,2025-11-05 00:00:00+00:00,
usr_00091,acc_0008,Shelley,Miller,member,active,2025-10-21 00:00:00+00:00,2025-10-23 00:00:00+00:00,
usr_00092,acc_0008,William,Flores,admin,active,2025-11-03 00:00:00+00:00,2025-11-06 00:00:00+00:00,
usr_00093,acc_0008,Ethan,Garcia,manager,active,2025-11-24 00:00:00+00:00,2025-11-26 00:00:00+00:00,
usr_00094,acc_0008,Craig,Elliott,admin,deactivated,2025-12-27 00:00:00+00:00,2025-12-29 00:00:00+00:00,2026-01-15 00:00:00+00:00
usr_00095,acc_0008,Nathan,Rodriguez,admin,active,2025-10-26 00:00:00+00:00,2025-10-27 00:00:00+00:00,
usr_00096,acc_0008,Thomas,Lawson,member,active,2025-12-11 00:00:00+00:00,2025-12-13 00:00:00+00:00,
usr_00097,acc_0008,Gregory,Jackson,manager,active,2025-11-26 00:00:00+00:00,2025-11-26 00:00:00+00:00,
usr_00098,acc_0008,Christopher,Chambers,manager,active,2025-12-28 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00099,acc_0009,Walter,Simpson,manager,active,2025-10-03 00:00:00+00:00,2025-10-06 00:00:00+00:00,
usr_00100,acc_0009,Jonathan,Collins,member,deactivated,2025-11-09 00:00:00+00:00,2025-11-10 00:00:00+00:00,2025-12-07 00:00:00+00:00
usr_00101,acc_0009,Sean,Taylor,member,active,2025-10-03 00:00:00+00:00,2025-10-04 00:00:00+00:00,
usr_00102,acc_0009,Shannon,Todd,admin,active,2025-12-15 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00103,acc_0009,Heidi,Lee,member,active,2026-01-11 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00104,acc_0009,Becky,Cook,member,active,2025-12-17 00:00:00+00:00,2025-12-18 00:00:00+00:00,
usr_00105,acc_0009,Jeremy,Sellers,member,deactivated,2025-11-01 00:00:00+00:00,2025-11-04 00:00:00+00:00,2025-11-24 00:00:00+00:00
usr_00106,acc_0009,Hector,Gilmore,manager,active,2025-09-27 00:00:00+00:00,2025-09-29 00:00:00+00:00,
usr_00107,acc_0009,Michele,Sharp,member,active,2025-11-16 00:00:00+00:00,2025-11-19 00:00:00+00:00,
usr_00108,acc_0009,Brent,Walsh,admin,active,2025-12-11 00:00:00+00:00,2025-12-12 00:00:00+00:00,
usr_00109,acc_0009,David,Cameron,member,deactivated,2025-09-27 00:00:00+00:00,2025-09-28 00:00:00+00:00,2025-10-27 00:00:00+00:00
usr_00110,acc_0009,Chad,Huff,member,active,2025-11-26 00:00:00+00:00,2025-11-28 00:00:00+00:00,
usr_00111,acc_0009,Margaret,Guerra,manager,active,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00112,acc_0009,Amber,Goodwin,member,active,2025-11-30 00:00:00+00:00,2025-12-01 00:00:00+00:00,
usr_00113,acc_0010,Sandra,Perry,member,active,2026-01-12 00:00:00+00:00,2026-01-15 00:00:00+00:00,
usr_00114,acc_0010,Connie,Todd,manager,active,2025-12-17 00:00:00+00:00,2025-12-19 00:00:00+00:00,
usr_00115,acc_0010,Matthew,Long,member,deactivated,2026-01-06 00:00:00+00:00,2026-01-08 00:00:00+00:00,2026-01-23 00:00:00+00:00
usr_00116,acc_0010,Russell,Hart,manager,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00117,acc_0010,Jessica,Johnson,member,deactivated,2025-12-10 00:00:00+00:00,2025-12-11 00:00:00+00:00,2026-01-27 00:00:00+00:00
usr_00118,acc_0010,Jerry,Moore,member,active,2025-12-27 00:00:00+00:00,2025-12-28 00:00:00+00:00,
usr_00119,acc_0010,Leah,Craig,member,active,2026-01-22 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00120,acc_0010,Rick,Miller,member,active,2025-11-29 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00121,acc_0011,Bobby,Garcia,member,active,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00122,acc_0011,Matthew,Baxter,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00123,acc_0011,Ann,Mosley,member,active,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00124,acc_0011,Dwayne,Dudley,member,active,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00125,acc_0011,Rebecca,Mccormick,manager,active,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00126,acc_0011,Sara,Turner,member,active,2026-01-26 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00127,acc_0011,William,Jacobs,member,active,2026-01-25 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00128,acc_0011,Rebecca,Black,admin,active,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00129,acc_0012,Hannah,Miller,manager,active,2026-01-21 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00130,acc_0012,Amanda,Moore,manager,active,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,
usr_00131,acc_0012,Eric,Austin,member,active,2025-12-30 00:00:00+00:00,2026-01-02 00:00:00+00:00,
usr_00132,acc_0012,Stephanie,Coleman,admin,active,2025-11-18 00:00:00+00:00,2025-11-18 00:00:00+00:00,
usr_00133,acc_0012,Samantha,Johnston,member,active,2025-12-09 00:00:00+00:00,2025-12-11 00:00:00+00:00,
usr_00134,acc_0012,Shannon,Nielsen,manager,active,2026-01-08 00:00:00+00:00,2026-01-10 00:00:00+00:00,
usr_00135,acc_0012,Paul,Jones,admin,active,2025-11-12 00:00:00+00:00,2025-11-15 00:00:00+00:00,
usr_00136,acc_0012,Charles,Moore,manager,active,2025-11-28 00:00:00+00:00,2025-11-28 00:00:00+00:00,
usr_00137,acc_0012,Christine,Levine,member,active,2026-01-19 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00138,acc_0012,Melissa,Wilson,member,active,2025-12-26 00:00:00+00:00,2025-12-26 00:00:00+00:00,
usr_00139,acc_0012,Paul,Richardson,member,active,2026-01-13 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00140,acc_0012,Keith,Spencer,manager,active,2025-12-07 00:00:00+00:00,2025-12-09 00:00:00+00:00,
usr_00141,acc_0012,Chloe,Adams,member,active,2026-01-06 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00142,acc_0012,Laura,Cruz,member,active,2025-12-14 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00143,acc_0012,Gene,Martin,member,deactivated,2026-01-16 00:00:00+00:00,2026-01-19 00:00:00+00:00,2026-01-28 00:00:00+00:00
usr_00144,acc_0012,Justin,Lamb,member,active,2025-12-28 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00145,acc_0013,Dawn,Perez,manager,active,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00146,acc_0013,Blake,Bowen,manager,active,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00147,acc_0013,Lisa,Stevens,member,active,2026-01-08 00:00:00+00:00,2026-01-11 00:00:00+00:00,
usr_00148,acc_0013,Leslie,Wagner,member,active,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00,
usr_00149,acc_0013,Marilyn,Miller,member,active,2025-12-26 00:00:00+00:00,2025-12-28 00:00:00+00:00,
usr_00150,acc_0013,Shawn,Mercado,member,active,2025-12-23 00:00:00+00:00,2025-12-23 00:00:00+00:00,
usr_00151,acc_0013,Gabriel,Smith,admin,active,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00152,acc_0013,Andrew,Delacruz,member,active,2025-12-12 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00153,acc_0013,Daniel,Smith,manager,active,2026-01-11 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00154,acc_0014,Jorge,Reyes,member,active,2025-10-30 00:00:00+00:00,2025-10-30 00:00:00+00:00,
usr_00155,acc_0014,Katherine,Wallace,member,active,2025-12-25 00:00:00+00:00,2025-12-27 00:00:00+00:00,
usr_00156,acc_0014,Laura,Carr,member,active,2025-10-18 00:00:00+00:00,2025-10-20 00:00:00+00:00,
usr_00157,acc_0014,Crystal,Baker,member,active,2025-10-14 00:00:00+00:00,2025-10-16 00:00:00+00:00,
usr_00158,acc_0014,Kurt,Shea,member,active,2025-10-18 00:00:00+00:00,2025-10-20 00:00:00+00:00,
usr_00159,acc_0014,Elizabeth,Cooper,manager,active,2025-12-12 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00160,acc_0014,Jessica,Robinson,manager,active,2025-12-30 00:00:00+00:00,2026-01-02 00:00:00+00:00,
usr_00161,acc_0014,Michael,Fitzgerald,admin,active,2025-12-18 00:00:00+00:00,2025-12-20 00:00:00+00:00,
usr_00162,acc_0014,Christopher,Barrett,admin,active,2025-10-19 00:00:00+00:00,2025-10-22 00:00:00+00:00,
usr_00163,acc_0014,Taylor,Lawson,member,active,2025-10-26 00:00:00+00:00,2025-10-27 00:00:00+00:00,
usr_00164,acc_0014,Jeffrey,Mckay,manager,active,2025-12-16 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00165,acc_0015,Jacob,Andrade,manager,active,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00166,acc_0015,Peter,Torres,member,active,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00167,acc_0015,Charles,Kemp,manager,active,2026-01-22 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00168,acc_0015,Rachael,Mcclain,member,active,2026-01-14 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00169,acc_0015,Juan,Brown,member,active,2026-01-17 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00170,acc_0015,Rachel,Hunt,member,active,2026-01-20 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00171,acc_0015,Jo,Parrish,member,active,2026-01-14 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00172,acc_0015,Alex,Morales,member,active,2026-01-28 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00173,acc_0015,Rachel,Rogers,admin,active,2026-01-19 00:00:00+00:00,2026-01-21 00:00:00+00:00,
usr_00174,acc_0015,Lisa,Tucker,member,active,2026-01-20 00:00:00+00:00,2026-01-21 00:00:00+00:00,
usr_00175,acc_0015,Alicia,Richard,member,active,2026-01-22 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00176,acc_0015,Nicole,Smith,member,active,2026-01-22 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00177,acc_0015,Timothy,Sandoval,admin,active,2026-01-16 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00178,acc_0015,Anthony,Zimmerman,member,active,2026-01-20 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00179,acc_0015,Edward,Blanchard,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00180,acc_0016,Lance,Lucas,member,active,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00181,acc_0016,Michele,Adams,member,active,2025-12-03 00:00:00+00:00,2025-12-05 00:00:00+00:00,
usr_00182,acc_0016,Maria,Santos,member,active,2026-01-09 00:00:00+00:00,2026-01-11 00:00:00+00:00,
usr_00183,acc_0016,David,Cross,member,active,2025-11-22 00:00:00+00:00,2025-11-23 00:00:00+00:00,
usr_00184,acc_0016,Michael,Anderson,member,active,2025-12-11 00:00:00+00:00,2025-12-14 00:00:00+00:00,
usr_00185,acc_0016,Daniel,Norman,member,active,2025-12-08 00:00:00+00:00,2025-12-11 00:00:00+00:00,
usr_00186,acc_0016,Jeremy,Greene,member,active,2025-11-05 00:00:00+00:00,2025-11-07 00:00:00+00:00,
usr_00187,acc_0016,Michael,Garza,member,deactivated,2025-12-29 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-30 00:00:00+00:00
usr_00188,acc_0016,Robert,Banks,member,active,2026-01-20 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00189,acc_0016,Edward,Williamson,manager,active,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,
usr_00190,acc_0016,Diane,Hernandez,member,active,2025-11-23 00:00:00+00:00,2025-11-24 00:00:00+00:00,
usr_00191,acc_0017,John,Hernandez,member,active,2025-12-18 00:00:00+00:00,2025-12-21 00:00:00+00:00,
usr_00192,acc_0017,Pamela,Smith,member,active,2026-01-12 00:00:00+00:00,2026-01-12 00:00:00+00:00,
usr_00193,acc_0017,Timothy,Stewart,member,active,2025-12-23 00:00:00+00:00,2025-12-24 00:00:00+00:00,
usr_00194,acc_0017,Russell,Robinson,member,active,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00195,acc_0017,Katie,Larson,admin,active,2025-12-13 00:00:00+00:00,2025-12-14 00:00:00+00:00,
usr_00196,acc_0017,Michael,Davis,member,active,2025-12-21 00:00:00+00:00,2025-12-24 00:00:00+00:00,
usr_00197,acc_0017,Jonathan,Anderson,member,active,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,
usr_00198,acc_0017,David,Holmes,member,active,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,
usr_00199,acc_0018,Kenneth,Buchanan,member,active,2026-01-05 00:00:00+00:00,2026-01-07 00:00:00+00:00,
usr_00200,acc_0018,Jimmy,Washington,member,active,2025-12-29 00:00:00+00:00,2025-12-29 00:00:00+00:00,
usr_00201,acc_0018,Jill,Brown,member,active,2026-01-06 00:00:00+00:00,2026-01-09 00:00:00+00:00,
usr_00202,acc_0018,Michael,Hebert,member,active,2025-12-16 00:00:00+00:00,2025-12-17 00:00:00+00:00,
usr_00203,acc_0018,Jasmine,Hansen,member,active,2025-12-24 00:00:00+00:00,2025-12-25 00:00:00+00:00,
usr_00204,acc_0018,Joshua,Melendez,member,active,2025-12-17 00:00:00+00:00,2025-12-20 00:00:00+00:00,
usr_00205,acc_0018,Chad,Potter,member,active,2025-12-27 00:00:00+00:00,2025-12-29 00:00:00+00:00,
usr_00206,acc_0018,Kevin,Conway,admin,active,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00207,acc_0018,Philip,Wilkins,member,active,2025-12-16 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00208,acc_0018,Renee,Adkins,member,active,2026-01-23 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00209,acc_0018,James,Glenn,manager,active,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00210,acc_0018,Jason,Nunez,manager,active,2025-12-18 00:00:00+00:00,2025-12-20 00:00:00+00:00,
usr_00211,acc_0018,Eric,Mcpherson,manager,active,2025-12-09 00:00:00+00:00,2025-12-11 00:00:00+00:00,
usr_00212,acc_0018,Jon,Lowery,member,active,2026-01-05 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00213,acc_0019,Susan,Martin,member,active,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00214,acc_0019,Sarah,Mendoza,manager,active,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00215,acc_0019,Jeremy,Dougherty,member,active,2026-01-19 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00216,acc_0019,Brendan,Byrd,member,active,2025-12-26 00:00:00+00:00,2025-12-27 00:00:00+00:00,
usr_00217,acc_0019,Tom,Montgomery,admin,active,2026-01-11 00:00:00+00:00,2026-01-12 00:00:00+00:00,
usr_00218,acc_0019,Brenda,Butler,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00219,acc_0019,Daniel,Miller,manager,active,2026-01-11 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00220,acc_0019,Robert,Coleman,member,active,2025-12-30 00:00:00+00:00,2026-01-02 00:00:00+00:00,
usr_00221,acc_0020,Kayla,Smith,member,active,2025-12-01 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00222,acc_0020,Aaron,Martin,manager,active,2025-12-02 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00223,acc_0020,Jennifer,Stevens,manager,active,2025-12-20 00:00:00+00:00,2025-12-21 00:00:00+00:00,
usr_00224,acc_0020,Gail,Wallace,member,active,2026-01-26 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00225,acc_0020,Kristin,Schultz,manager,active,2025-12-18 00:00:00+00:00,2025-12-18 00:00:00+00:00,
